"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"N8G36ULP","journalArticle","2023","Gaetano, Caterina de","THE IMAGINATION IN SPINOZA: THE MORAL GOOD BETWEEN PROPHECY AND THE AMOR DEI INTELLECTUALIS","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/d85ef914-611e-3609-9abe-a04d22ed0c3e","","2023","2026-02-02 05:06:11","2026-02-05 02:12:45","","14-27","","1","22","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Philosophical anthropology; Authority (Religion); Ethics and religion; Prophecy; Political science – Philosophy; Religion – Philosophy; 1632-1677; Benedictus de; Bible – Ethics; Imagination; Knowledge; Spinoza; Theory of; Intellectuals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZI8RJPX","journalArticle","2022","Nedoh, Boštjan","UNDEAD","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/5c54e592-6873-3e24-94d5-e380d81f7e33","","2022","2026-02-02 05:06:11","2026-02-05 02:12:45","","440-447","","3","21","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Social psychology; Political theology; 1949-; Slavoj; Žižek; 1892-1940; Arthur; Benjamin; Bradley; Memory (Philosophy); Nothing (Philosophy); Walter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CG3L9MB6","journalArticle","2022","Bielik-Robson, Agata","AGAINST THANATOPOLITICS: A MARRANO INTERVENTION","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/378714ff-ed5c-3899-a6d3-c94251a364d7","","2022","2026-02-02 05:06:11","2026-02-05 02:12:45","","426-435","","3","21","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Death; Life; Sacrifice; Sovereignty; Arthur; Bradley; 1588-1679; 1758-1794; Crypto-Jews; Hobbes; Maximilien; Robespierre; Thomas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNMDQCWP","journalArticle","2020","Rotlevy, Ori","CRITIQUE IN A POSTSECULAR AGE: MAKING ROOM FOR TRADITION AS A MEDIUM","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/118b4bf6-1762-31ed-ab30-fa93c2f99c90","","2020","2026-02-02 05:06:11","2026-02-05 02:12:45","","436-452","","3","19","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Enlightenment; Criticism (Philosophy); Critical theory; Tradition (Philosophy); Religion – Philosophy; 1892-1940; Benjamin; Walter; 1929-; Frankfurt school of sociology; Habermas; Jürgen; Postsecularism; Philosophy & science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I4E6QKK3","journalArticle","2022","Molla, Rode","FROM HOLISTIC TO IN-BETWEEN THEOLOGY: THE ETHIOPIAN EVANGELICAL CHURCH MEKANE YESUS","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/519945ea-0144-3e53-aa7c-e7d531d8dbb1","","2022","2026-02-02 05:06:11","2026-02-05 02:12:45","","202-219","","2","21","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Christianity and culture; African independent churches; Lutheran churches; Ethiopia; Ethiopian Evangelical Church Mekane Yesus; Evangelicalism – Missions; Indigenization of worship; Doctrinal theology; Catholic missionaries; Evangelical churches","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGVM7CBC","journalArticle","2020","Salzani, Carlo","FALSE RELIGIONS AND TRUE POLITICS: COUNTERING CAPITALISM AS RELIGION","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/c141c63a-d5c5-32bd-80ce-1594d5780e41","","2020","2026-02-02 05:06:11","2026-02-05 02:12:45","","453-462","","3","19","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Philosophy; Modern; Capitalism and ethics; Capitalism; Religion – Philosophy; 1892-1940; Benjamin; Walter; Capitalism and religion; Protestant work ethic; Religious thought","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VI36EKLS","journalArticle","2022","Gildea, Niall","PARENTHESIS","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/d3471af1-0600-371c-97d2-cd2d24f2211f","","2022","2026-02-02 05:06:11","2026-02-05 02:12:45","","418-421","","3","21","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Foucault; Sovereignty; Jacques; Arthur; Bradley; Nothing (Philosophy); 1926-1984; 1930-2004; Biopolitics; Derrida; Michel; Biopolitics (Sociobiology)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BDW2TNP","journalArticle","2020","Weidner, Daniel","LIFE AFTER LIFE: A FIGURE OF THOUGHT IN WALTER BENJAMIN","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/6dcae1d1-9227-3bba-9186-6f5234276288","","2020","2026-02-02 05:06:11","2026-02-05 02:12:45","","463-475","","3","19","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Philosophical anthropology; Historicism; Criticism (Philosophy); Future life; Collective memory; Religious studies; Religion – Philosophy; 1892-1940; Benjamin; Walter; History – Philosophy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5TWMGA8Z","journalArticle","2022","Sirota, Jake S","GESCHLECHT III: AUTHENTIC FAITH, RELIGION, AND POLITICS IN DERRIDA’S READING OF HEIDEGGER’S GEIST","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/8651db3c-2eff-3c48-afee-0d0a592b1ada","","2022","2026-02-02 05:06:11","2026-02-05 02:12:45","","118-135","","1","21","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Faith; Political science – Philosophy; Jacques; Religion – Philosophy; 1930-2004; Derrida; 1887-1914; 1889-1976; Authenticity (Philosophy); Georg; Heidegger; Language and languages – Philosophy; Martin; Trakl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K42I2WSX","journalArticle","2022","Bradley, Arthur","THE BEAUTIFUL MARRANO: A RESPONSE TO AGATA BIELIK-ROBSON","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/68a9b9ff-9742-3c37-a784-ed40d6d0254e","","2022","2026-02-02 05:06:11","2026-02-05 02:12:45","","436-439","","3","21","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Deconstruction (Criticism); Political science – Philosophy; Jacques; 1892-1940; Benjamin; Walter; Crypto-Jews; 1930-2004; Derrida; 1966-; Agata; Bielik-Robson; Violence – Philosophy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4VGCIRM","journalArticle","2020","Lebovic, Nitzan","BENJAMIN: TO THE RHYTHM OF THEOLOGICAL CONCEPTS","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/38659664-3014-3783-ad09-4336516e8b46","","2020","2026-02-02 05:06:11","2026-02-05 02:12:45","","428-435","","3","19","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Theology; Hermeneutics; Philosophy and theology; Political theology; Philosophy; Modern; Religion – Philosophy; 1892-1940; Benjamin; Walter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YD9NVSPD","journalArticle","2020","Britt, Brian","BENJAMIN’S HABITS AND THE STUDY OF RELIGION","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/7b77362a-a92f-383a-87c8-3d9c081482db","","2020","2026-02-02 05:06:11","2026-02-05 02:12:45","","404-412","","3","19","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Modernity; Religious studies; Political science – Philosophy; Religion – Philosophy; 1892-1940; Benjamin; Walter; Act (Philosophy); Asceticism – Buddhism; Religion (Study and teaching); Spiritual exercises; Religious thought","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75WBLXZ6","journalArticle","2020","Green, Roger K","BENJAMIN, METHOD, AND WEAK MESSIANISM","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/dbf6a194-9462-3021-b0f5-aceffb215015","","2020","2026-02-02 05:06:11","2026-02-05 02:12:45","","413-427","","3","19","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Messianism; Philosophy; Religious studies; Methodology; Religions (Study and teaching); Modern; Political science – Philosophy; 1892-1940; Benjamin; Walter; Interdisciplinary study; Philosophy – Methodology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KMGQVCE","journalArticle","2020","Appel, Kurt; Thomas, Rachel; Raschke, Carl A","CHRISTIANITY AS A NEW HUMANISM: HISTORICAL, THEOLOGICAL, AND PHILOSOPHICAL REFLECTIONS ON THE BIBLE, HEGEL, AND ROBERT MUSIL","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/cd6a3509-02b4-31e9-8c92-4458e0ba5538","","2020","2026-02-02 05:06:11","2026-02-05 02:12:45","","228-255","","2","19","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Philosophical theology; God (Philosophy); Philosophy and theology; Humanism; 1770-1831; Georg Wilhelm Friedrich; Hegel; 1880-1942; Bible – Philosophy; Musil; Religious; Robert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7XTLRM7","journalArticle","2020","Deibl, Jakob Helmut; Appel, Kurt; Thomas, Rachel; Raschke, Carl A","FROM THE GIFT OF MORTALITY TO THE NAME OF GOD","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/aa837620-5c65-383c-8a65-e38148776600","","2020","2026-02-02 05:06:11","2026-02-05 02:12:45","","285-290","","2","19","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Death; Philosophical theology; God (Philosophy); Religion – Philosophy; God – Name","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ITFIX48","journalArticle","2022","BURKETTE, JERRY","THE FUNCTION OF FAITH: THEOLOGICAL CONSTITUENTS IN PROCESSUAL UTOPIAN METHODOLOGY.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/3123efd9-38dd-30f3-9d23-31a7b966f9e8","","2022","2026-02-05 00:51:15","2026-02-05 02:12:45","","44-65","","1","21","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Theology; Faith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G94MSYX9","journalArticle","2022","BOULTING, N. E.","'SCALE RELATIVE ONTOLOGY' AND SIMONE WEIL'S SPIRITUAL PHILOSOPHY.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/88f4c9ec-7c38-3860-8173-08d6702a6373","","2022","2026-02-05 00:51:15","2026-02-05 02:12:45","","23-43","","1","21","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Philosophy; 1909-1943; Simone; Weil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WC25HDT8","journalArticle","2022","BAKKER, JUSTINE M.","LOCATING THE OCEANIC IN SYLVIA WYNTER'S","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/9d297113-de40-37c5-87ea-836bc88fc7a6","","2022","2026-02-05 00:51:15","2026-02-05 02:12:45","","1-22","","1","21","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Posthumanism; Sylvia; Wynter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QR444JZC","journalArticle","2022","RAUBACH, MICHAEL C.","THE BROKEN MIDDLE: GILLIAN ROSE AND PAUL AGAINST THE EMPTY SACRIFICES OF MODERNITY.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/cd4a3819-0327-37d1-88c5-0c1aeba951f2","","2022","2026-02-05 00:51:15","2026-02-05 02:12:45","","99-117","","1","21","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Modernity; Political ethics; Gillian; Rose","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6H2A4KS","journalArticle","2021","KLUG, FLORIAN","TRUTH AND IRONY: THE CONCEPTION OF TRUTH BEYOND BINARY PATTERNS AND THE USE OF IRONY FOR THEOLOGICAL REASONING.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/70d889d0-3188-3ab7-b0d8-39576ab71869","","2021","2026-02-05 00:51:15","2026-02-05 02:12:45","","401-412","","3","20","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Theology; Truth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95ZSQ5BW","journalArticle","2021","KLINE, DAVID","ANTINOMIAN FLESH.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/76136518-402f-351e-820b-a578d3a252a6","","2021","2026-02-05 00:51:15","2026-02-05 02:12:45","","383-400","","3","20","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Etymology; Social theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCSRBCVP","journalArticle","2021","HOLDIER, A. G.","""TEACH ME TO DO WHAT'S RIGHT"": FAITH, HOPE, AND LOVE AS POST-RELIGIOUS VIRTUES.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/b2a44505-a8c5-39b2-943a-1e6dfe21d587","","2021","2026-02-05 00:51:16","2026-02-05 02:12:45","","374-382","","3","20","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Theology; Saint; Thomas; Aquinas; ca. 1225-1274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HMEFI7B","journalArticle","2021","BOULTING, NOEL","INTENTIONALISM AND GOD'S FICTION.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/95125c16-3979-3b08-899c-62759d77b87c","Can the world be conceived as an artwork as Simone Weil sometimes suggests? And does this suggestion not imply examining the relation between the creator's intentions and what is created? Three approaches will be explored so as to ascertain Simone Weil's response in terms of her Decreation thesis. The first approach can be labelled a phenomenological perspective, employing an insight from Sartre's existentialism, the Frankfurt school of philosophy and the German Literary tradition, illustrating her concern for the significance of human experience. The second approach, the ontological, is illustrated through claims made by Luria - the Jewish mystic - and Von Schelling - arguably the founder of ecological philosophy - in establishing her claim on behalf of what","2021","2026-02-05 00:51:16","2026-02-05 02:12:45","","302-317","","3","20","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","1909-1943; Simone; Weil; Intentionalism (Aesthetics); Platonists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EP7Q985U","journalArticle","2021","CUDA, JOHN","THE SPIRITUALITY OF PSYCHONAUTICS: HOW ALICE IN WONDERLAND, THE MATRIX AND OTHER MODERN MYTHS SERVE AS MODELS FOR NEW AGE SEEKERSHIP AND IDENTITY FORMATION.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/78178f4a-cf6b-3d14-bb98-b4ae3658f91b","","2021","2026-02-05 00:51:16","2026-02-05 02:12:45","","316-339","","3","20","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Spirituality; Alice's Adventures in Wonderland (Book : Carroll)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRMGEQAY","journalArticle","2021","FELESE, WENDY","REORIENTATION IN THE FIELD: WHY RELIGION MATTERS.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/12d2b56f-ae60-31bd-8363-fe51c0a4827c","","2021","2026-02-05 00:51:16","2026-02-05 02:12:45","","361-373","","3","20","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Theology; Jacques; 1930-2004; Derrida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CWMBS9NZ","journalArticle","2021","WALSH, CATHERINE; MIGNOLO, WALTER; HERRERO, FERNANDO; TINKER, TINK","WHAT DO WE MEAN BY","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/8ced133b-c6db-3352-82da-9dff0908b495","The following is a transcript of the keynote panel session of a three-day international webinar","2021","2026-02-05 00:51:16","2026-02-05 02:12:45","","341-360","","3","20","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","1944-; Fernando; George E.; Herrero; Tinker; Webinars","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6ATUAHQ","journalArticle","2021","Appel, Kurt","THE PRICE OF PRAYER.","Journal for Cultural & Religious Theory","","15305228","","https://research.ebsco.com/plink/6ee65f16-6668-33cd-ac01-c1bcabc2584a","","2021","2026-02-05 00:51:16","2026-02-05 02:12:45","","281-301","","2","20","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Gods; Prayers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
